Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
A/V Cables,Bulk Fiber Connectors,QUI-131,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-019,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-295,Mn Floor\Office,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,150,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-019,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-014,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U4V,SHE-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Shelf,Vented Universal Rackshelf,,,,,177.8,482.6,403.35,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U4V,SHE-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Shelf,Vented Universal Rackshelf,,,,,177.8,482.6,403.35,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U4V,SHE-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Shelf,Vented Universal Rackshelf,,,,,177.8,482.6,403.35,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U4V,SHE-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Shelf,Vented Universal Rackshelf,,,,,177.8,482.6,403.35,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-005,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-006,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-007,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-008,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-009,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-010,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-011,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-012,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-013,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-014,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-015,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,U2V,SHE-016,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Slim 5,Shelf,Vented Universal Rackshelf,,,,,88.9,482.6,390.65,0,TRUE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,EB2-CP12,PAN-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Panel,12 Pack Eb2 Blank Panel,,,,,88.9,482.6,0,8.12,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--029,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-029,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-029,Mn Floor\Library,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'029,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,EB1-CP12,PAN-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Panel,12 Pack Eb1 Blank Panel,,,,,44.45,482.6,0,8.12,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,EB1-CP12,PAN-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Panel,12 Pack Eb1 Blank Panel,,,,,44.45,482.6,0,8.12,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,EB1-CP12,PAN-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Panel,12 Pack Eb1 Blank Panel,,,,,44.45,482.6,0,8.12,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-CC-45FB,LIF-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Lift,Cable Chase Lift,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-CC-45FB,LIF-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Lift,Cable Chase Lift,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-CC-45FB,LIF-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Lift,Cable Chase Lift,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,CBS-BGR,KIT-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Kit,Caster Kit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,CBS-BGR,KIT-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Kit,Caster Kit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,CBS-BGR,KIT-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Kit,Caster Kit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,CBS-BGR,KIT-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Kit,Caster Kit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-276FT-FC,TOP-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Top,Top Option - Fan Top With Controller,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-276FT-FC,TOP-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Top,Top Option - Fan Top With Controller,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-276FT-FC,TOP-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Top,Top Option - Fan Top With Controller,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-276FT-FC,TOP-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Top,Top Option - Fan Top With Controller,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-4532,RAC-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Rack,Gangable Rack Enclosure 45RU - 32'' Deep,,,,,2104.9,584.2,812.8,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-4532,RAC-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Rack,Gangable Rack Enclosure 45RU - 32'' Deep,,,,,2104.9,584.2,812.8,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-4532,RAC-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Rack,Gangable Rack Enclosure 45RU - 32'' Deep,,,,,2104.9,584.2,812.8,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,BGR-4532,RAC-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Rack,Gangable Rack Enclosure 45RU - 32'' Deep,,,,,2104.9,584.2,812.8,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,PD-1415C,POW-001,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Power,20 AMP Power Strip - 14 outlets,,,,,60.96,1447.8,38.1,4.54,FALSE,0,0,0,0,0,,FALSE,0,,,,AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG,AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC,OUTLET 1;OUTLET 2;OUTLET 3;OUTLET 4;OUTLET 5;OUTLET 6;OUTLET 7;OUTLET 8;OUTLET 9;OUTLET 10;OUTLET 11;OUTLET 12;OUTLET 13;OUTLET 14,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,PD-1415C,POW-002,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Power,20 AMP Power Strip - 14 outlets,,,,,60.96,1447.8,38.1,4.54,FALSE,0,0,0,0,0,,FALSE,0,,,,AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG,AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC,OUTLET 1;OUTLET 2;OUTLET 3;OUTLET 4;OUTLET 5;OUTLET 6;OUTLET 7;OUTLET 8;OUTLET 9;OUTLET 10;OUTLET 11;OUTLET 12;OUTLET 13;OUTLET 14,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,PD-1415C,POW-003,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Power,20 AMP Power Strip - 14 outlets,,,,,60.96,1447.8,38.1,4.54,FALSE,0,0,0,0,0,,FALSE,0,,,,AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG,AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC,OUTLET 1;OUTLET 2;OUTLET 3;OUTLET 4;OUTLET 5;OUTLET 6;OUTLET 7;OUTLET 8;OUTLET 9;OUTLET 10;OUTLET 11;OUTLET 12;OUTLET 13;OUTLET 14,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Middle Atlantic Products,PD-1415C,POW-004,Bsmt\Data Room,Racking and Power,,,,FALSE,FALSE,Equipment Racks,Power,20 AMP Power Strip - 14 outlets,,,,,60.96,1447.8,38.1,4.54,FALSE,0,0,0,0,0,,FALSE,0,,,,AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG;AC PLUG,AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC;AC,OUTLET 1;OUTLET 2;OUTLET 3;OUTLET 4;OUTLET 5;OUTLET 6;OUTLET 7;OUTLET 8;OUTLET 9;OUTLET 10;OUTLET 11;OUTLET 12;OUTLET 13;OUTLET 14,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Security,TRACKMOUNT OH DOOR CONTACT,DOO-003,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Track Mount Overhead Door Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-001,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,TRACKMOUNT OH DOOR CONTACT,DOO-004,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Track Mount Overhead Door Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-002,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,TRACKMOUNT OH DOOR CONTACT,DOO-005,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Track Mount Overhead Door Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-003,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,TRACKMOUNT OH DOOR CONTACT,DOO-006,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Track Mount Overhead Door Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-004,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-007,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-005,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--030,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-030,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-030,Mn Floor\Library,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'030,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Security,RECESSED DR CONTACT,DOO-008,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-006,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-009,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-007,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-010,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-008,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-011,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-009,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-012,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-010,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-013,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-011,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-014,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-012,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-015,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-013,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Security,RECESSED DR CONTACT,DOO-016,Unassigned,Security,,,,TRUE,FALSE,Security,Door Contact,Recessed Security Dr Contacts,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,STATION Z,CAB-014,Unassigned,Security,PCS - Z22-04-XX-300R,,,FALSE,FALSE,Wire and Cable,Cable,4 Conductor 24ga,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
